.layer3.5.bn2,0.00015019893180578947,0.00019068134133704007,512
.layer3.5.conv3,0.0003218794008716941,0.00024933231179602444,262144
.layer3.5.bn3,0.00018005371384788305,0.0001884041994344443,2048
.layer4.0.conv1,0.00032530308817513287,0.000249789678491652,524288
.layer4.0.bn1,0.00018175602599512786,0.0001884333905763924,1024
.layer4.0.conv2,0.001296401023864746,0.00024053515517152846,2359296
.layer4.0.bn2,0.00015126228390727192,0.00018476466357242316,1024
.layer4.0.conv3,0.0004225873854011297,0.0002642213075887412,1048576
.layer4.0.bn3,0.00020975590450689197,0.00018254104361403733,4096
.layer4.0.downsample.0,0.0008300781482830644,0.0002353532036067918,2097152
.layer4.0.downsample.1,0.00020721435430459678,0.00017782619397621602,4096
.layer4.1.conv1,0.00030388831510208547,0.0002273588761454448,1048576
.layer4.1.bn1,0.0001784038613550365,0.0001740844891173765,1024
.layer4.1.conv2,0.001031851745210588,0.0002540568821132183,2359296
.layer4.1.bn2,0.00013747691991738975,0.00016892686835490167,1024
.layer4.1.conv3,0.00040141583303920925,0.00019300226995255798,1048576
.layer4.1.bn3,0.00019005298963747919,0.00016926259559113532,4096
.layer4.2.conv1,0.0002826213894877583,0.00021919426217209548,1048576
.layer4.2.bn1,0.00017420768563169986,0.0001636767847230658,1024
.layer4.2.conv2,0.0010162735125049949,0.0002117156982421875,2359296
.layer4.2.bn2,0.00012485981278587133,0.0001648396864766255,1024
.layer4.2.conv3,0.00039316178299486637,0.00025809055659919977,1048576
.layer4.2.bn3,0.00023919582599774003,0.00016340431466232985,4096
.fc,0.00039755343459546566,0.027486879378557205,2049000
